ST_ID,Station,TM_X97,TM_Y97,Frequency,Amplitude,Classification
,7230211,184111.144,2655941.161,1.9323046291687407,0.06356943439683983,Sea Tide
,9130311,171102.202,2629196.258,1.9323046291687407,0.0441799706884797,Sea Tide
,9130111,172024.615,2631889.287,1.9323046291687407,0.03883365523155299,Sea Tide
,7230311,180817.848,2646747.575,1.9323046291687407,0.02931780289986119,Sea Tide
,9180111,163427.238,2614692.311,1.9323046291687407,0.011209631132268218,Sea Tide
,7050111,200458.331,2674159.127,1.9330512692882031,0.0034052936001259066,Earth Tide
,9030411,190386.13,2622753.289,1.9323046291687407,0.0028273923237930564,Earth Tide
,7260311,197808.098,2637562.234,1.9323046291687407,0.002706800874930432,Earth Tide
,9060211,181323.412,2609310.998,1.9323046291687407,0.0022833617502497796,Earth Tide
